,reviews,sentiment
4269,Extremely cheap quality product. Barely used for 10 day and the sole has gotten flat and mesh has too many scratches which is not from daily wear and tear. My honest opinion is not to buy this shoe unless you're extremely rich and only travel by car because if you walk on road you'll not have a shoe after 10-15 days. 3 Amazon return person think I have used this product for years. The poor quality of adhesive is completely gone and the sole is already coming apart from the shoe.Humble opinion is never buy this shoe. Not because what happened to me. But the product is honestly very cheap and you could instead spend 50-100₹ more and get some excellent product. And I sincerely think this is not the product for Amazon recommended page. They don't even give warranties on these products because it would be insane to do so many replacement.,0
4270,It's simple awesome 🥰 it's so photogenic and allso light weight ✌️ allso reasonable cost only,2
4271,"This shoes give awesome quality under very budget price. It has very soft , comfortable and good quality of sole. other thing it has very airy material which prevents legs from stinking.by my side it is worth for money product",2
4272,"The shoes look fine type. As my number is 9 and if your ankle is little thin then would suggest to check with 8. Beacuse when I wore it without socks looks little loose and till toes there is no issue, it fits comfortably. The ankle part where the elastic material looks like a little loose type , because I believed that would be very tight while placing order. Anyhow it is fine for me. I am sharing this review right after receiving the product. Also the package looks quality one and it is a decent price under 500/- range for basic use. Thank you Amazon!!!",2
4273,"I have used shoes from multiple brands. I have even spent Rs. 8,000 to buy single pair. So, I can easily say that I have experienced different styles and designs and technology too that shoe makers proudly use as marketing terms. Now, these shoes are comparatively very cheap but they are still comfortable and lightweight. They are truly value for money. Thumbs Up.",2
4274,This is Good Quality shoes for the price paid.I got a 10 size shoes for my father who suffers from Diabetic Edema of the foot. His actual size is 7 and there is a 2 inch gap at the front. But its looser to push his leg in.,2
4275,"I ordered this pair of shoes for casual outdoor usages and as soon as I got it delivered, I felt good. This shoe is lightweight and is good for walking and jogging. A casual bike ride is also comfortable and feels good while braking or shifting gears. doesn't hurt the feet.Would recommend this product",2
4276,The shoe seem to be made up of very thin mesh material. Even the glue was visible over the cloth material. Not a finished product. Thw sole was dented from one side. The mesh material was very loose and it seems won't last a month.  Ordered size 7 but it was too small to fit. Ordered Return of the item the same day it arrived.,0
4277,"The shoe is very light weight and breathable, that's why it's very comfortable to wear.The fitting of the shoe is perfect for size 10 including socks.Apart from comfortable, the shoes is very stylish to wear.The quality of the shoes is Ok considering the price of shoe.",2
4278,"The Quality of the shoe is very good, I liked the shoe very much. It's perfectly fit for me & the best thing of this shoe , it's looking very premium. The sole of the shoe is also very good so you can use it for long. Best shoe under 500 .",2
4279,Extremely cheap quality product. Barely used for 10 day and the sole has gotten flat and mesh has too many scratches which is not from daily wear and tear. My honest opinion is not to buy this shoe unless you're extremely rich and only travel by car because if you walk on road you'll not have a shoe after 10-15 days. 3 Amazon return person think I have used this product for years. The poor quality of adhesive is completely gone and the sole is already coming apart from the shoe.Humble opinion is never buy this shoe. Not because what happened to me. But the product is honestly very cheap and you could instead spend 50-100₹ more and get some excellent product. And I sincerely think this is not the product for Amazon recommended page. They don't even give warranties on these products because it would be insane to do so many replacement.,0
4280,It's simple awesome 🥰 it's so photogenic and allso light weight ✌️ allso reasonable cost only,2
4281,"This shoes give awesome quality under very budget price. It has very soft , comfortable and good quality of sole. other thing it has very airy material which prevents legs from stinking.by my side it is worth for money product",2
4282,"The shoes look fine type. As my number is 9 and if your ankle is little thin then would suggest to check with 8. Beacuse when I wore it without socks looks little loose and till toes there is no issue, it fits comfortably. The ankle part where the elastic material looks like a little loose type , because I believed that would be very tight while placing order. Anyhow it is fine for me. I am sharing this review right after receiving the product. Also the package looks quality one and it is a decent price under 500/- range for basic use. Thank you Amazon!!!",2
4283,"I have used shoes from multiple brands. I have even spent Rs. 8,000 to buy single pair. So, I can easily say that I have experienced different styles and designs and technology too that shoe makers proudly use as marketing terms. Now, these shoes are comparatively very cheap but they are still comfortable and lightweight. They are truly value for money. Thumbs Up.",2
4284,This is Good Quality shoes for the price paid.I got a 10 size shoes for my father who suffers from Diabetic Edema of the foot. His actual size is 7 and there is a 2 inch gap at the front. But its looser to push his leg in.,2
4285,"I ordered this pair of shoes for casual outdoor usages and as soon as I got it delivered, I felt good. This shoe is lightweight and is good for walking and jogging. A casual bike ride is also comfortable and feels good while braking or shifting gears. doesn't hurt the feet.Would recommend this product",2
4286,"Good fit. Durable if you use it only for walk. Comfortable. Easy to wear. According to me it will last a year max, that's it.",2
4287,Fit as expected.Quality is good.Worth money.,2
4288,Looks stylish but very cheap product. Bought this thinking it'll be good but feels very fragile. A little bit of rough use will tear the part between the mesh and the sole. I recommend y'all to look for a proper running shoe like asian or lotto but not this. This shoe is only meant for looks.,0
